Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2
Line.LINE253, 9.15013E-010,   -32.39,     18.229,  -162.07, 1.17071E-009,    96.06,          0,     0.00,     18.229,  -162.07, 9.15013E-010,   147.61,     18.229,    17.93, 1.17071E-009,   -83.94,          0,     0.00,     18.229,    17.93
Line.LINE254,    9.19077,   -41.71, 3.7753E-010,  -164.35, 9.76284E-010,    92.96,          0,     0.00,    9.19077,   -41.71,    9.19077,   138.29, 3.7753E-010,    15.65, 9.76284E-010,   -87.04,          0,     0.00,    9.19077,   138.29
Line.LINE255,    129.963,   -41.59,    110.796,  -162.25,    99.6407,    78.26,          0,     0.00,    25.4684,   -62.03,    129.963,   138.41,    110.796,    17.75,    99.6407,  -101.74,          0,     0.00,    25.4684,   117.97
Line.LINE256, 2.44536E-011,    -4.27, 2.66564E-011,    31.93,    9.00201,    78.24,          0,     0.00,    9.00201,    78.24, 2.44536E-011,   175.73, 2.66564E-011,  -148.07,    9.00201,  -101.76,          0,     0.00,    9.00201,  -101.76
Line.LINE257,    9.13697,   -41.72, 1.11451E-009,     1.50, 9.3314E-010,   -93.58,          0,     0.00,    9.13697,   -41.72,    9.13697,   138.28, 1.11451E-009,  -178.50, 9.3314E-010,    86.42,          0,     0.00,    9.13697,   138.28
Line.LINE258, 2.30491E-009,    45.00, 3.68138E-009,   161.57, 1.86265E-009,    90.00,          0,     0.00, 5.01533E-009,   111.80, 2.30491E-009,  -135.00, 3.68138E-009,   -18.43, 1.86265E-009,   -90.00,          0,     0.00, 5.01533E-009,   -68.20
Line.LINE259, 9.12633E-010,   146.88, 1.33592E-009,    28.13,    18.0336,    78.25,          0,     0.00,    18.0336,    78.25, 9.12633E-010,   -33.12, 1.33592E-009,  -151.87,    18.0336,  -101.75,          0,     0.00,    18.0336,  -101.75
Line.LINE260, 3.54978E-010,   -65.80,     18.229,  -162.07, 7.0588E-010,    98.30,          0,     0.00,     18.229,  -162.07, 3.54978E-010,   114.20,     18.229,    17.93, 7.0588E-010,   -81.70,          0,     0.00,     18.229,    17.93
Line.LINE261,    9.19077,   -41.71, 4.24688E-010,  -164.98, 9.9084E-010,    92.95,          0,     0.00,    9.19077,   -41.71,    9.19077,   138.29, 4.24688E-010,    15.02, 9.9084E-010,   -87.05,          0,     0.00,    9.19077,   138.29
Line.LINE262,    129.963,   -41.59,    110.796,  -162.25,    99.6407,    78.26,          0,     0.00,    25.4684,   -62.03,    129.963,   138.41,    110.796,    17.75,    99.6407,  -101.74,          0,     0.00,    25.4684,   117.97
Line.LINE263, 6.16541E-012,    38.82, 7.93047E-012,   148.93,    9.00201,    78.24,          0,     0.00,    9.00201,    78.24, 6.16541E-012,  -141.18, 7.93047E-012,   -31.07,    9.00201,  -101.76,          0,     0.00,    9.00201,  -101.76
Line.LINE264,    9.13697,   -41.72, 2.16179E-010,   166.37, 4.65661E-010,   -90.00,          0,     0.00,    9.13697,   -41.72,    9.13697,   138.28, 2.16179E-010,   -13.63, 4.65661E-010,    90.00,          0,     0.00,    9.13697,   138.28
Line.LINE265, 5.20625E-010,   -63.43, 1.81847E-009,    50.19, 9.31323E-010,     0.00,          0,     0.00, 2.50766E-009,    21.80, 5.20625E-010,   116.57, 1.81847E-009,  -129.81, 9.31323E-010,   180.00,          0,     0.00, 2.50766E-009,  -158.20
Line.LINE266, 7.37278E-010,   144.22, 1.29819E-009,    27.22,    18.0336,    78.25,          0,     0.00,    18.0336,    78.25, 7.37278E-010,   -35.78, 1.29819E-009,  -152.78,    18.0336,  -101.75,          0,     0.00,    18.0336,  -101.75
Line.LINE267, 1.3736E-011,   120.60,    9.11494,  -162.07, 9.09495E-013,   180.00,          0,     0.00,    9.11494,  -162.07, 1.3736E-011,   -59.40,    9.11494,    17.93, 9.09495E-013,     0.00,          0,     0.00,    9.11494,    17.93
Line.LINE268, 3.68735E-010,   -94.81,    9.11405,  -162.07, 1.16742E-009,    94.29,          0,     0.00,    9.11405,  -162.07, 3.68735E-010,    85.19,    9.11405,    17.93, 1.16742E-009,   -85.71,          0,     0.00,    9.11405,    17.93
Line.LINE269,    9.19077,   -41.71, 2.58229E-010,  -177.98, 8.17534E-010,    94.59,          0,     0.00,    9.19077,   -41.71,    9.19077,   138.29, 2.58229E-010,     2.02, 8.17534E-010,   -85.41,          0,     0.00,    9.19077,   138.29
Line.LINE270, 1.64555E-010,   -28.74, 1.61638E-010,  -146.58,    9.03627,    78.28,          0,     0.00,    9.03627,    78.28, 1.64555E-010,   151.26, 1.61638E-010,    33.42,    9.03627,  -101.72,          0,     0.00,    9.03627,  -101.72
Line.LINE271,    129.963,   -41.59,    110.796,  -162.25,    90.6045,    78.26,          0,     0.00,    32.9311,   -72.12,    129.963,   138.41,    110.796,    17.75,    90.6045,  -101.74,          0,     0.00,    32.9311,   107.88
Line.LINE272,    9.13697,   -41.72, 3.2297E-010,    48.02, 2.34643E-010,   -97.13,          0,     0.00,    9.13697,   -41.72,    9.13697,   138.28, 3.2297E-010,  -131.98, 2.34643E-010,    82.87,          0,     0.00,    9.13697,   138.28
Line.LINE273, 1.31709E-009,    45.00, 6.58545E-010,   135.00, 2.79397E-009,    90.00,          0,     0.00, 4.21674E-009,    83.66, 1.31709E-009,  -135.00, 6.58545E-010,   -45.00, 2.79397E-009,   -90.00,          0,     0.00, 4.21674E-009,   -96.34
Line.LINE274, 8.23017E-010,   148.86, 1.44795E-009,    24.25,    18.0336,    78.25,          0,     0.00,    18.0336,    78.25, 8.23017E-010,   -31.14, 1.44795E-009,  -155.75,    18.0336,  -101.75,          0,     0.00,    18.0336,  -101.75
Line.LINE275, 2.54661E-011,   179.74,    9.11494,  -162.07, 9.09495E-013,   180.00,          0,     0.00,    9.11494,  -162.07, 2.54661E-011,    -0.26,    9.11494,    17.93, 9.09495E-013,     0.00,          0,     0.00,    9.11494,    17.93
Line.LINE276, 2.29077E-010,   -69.55,    9.11405,  -162.07, 7.00913E-010,    94.76,          0,     0.00,    9.11405,  -162.07, 2.29077E-010,   110.45,    9.11405,    17.93, 7.00913E-010,   -85.24,          0,     0.00,    9.11405,    17.93
Line.LINE277,    9.19077,   -41.71, 5.81116E-010,  -157.84, 9.3314E-010,    93.58,          0,     0.00,    9.19077,   -41.71,    9.19077,   138.29, 5.81116E-010,    22.16, 9.3314E-010,   -86.42,          0,     0.00,    9.19077,   138.29
Line.LINE278, 2.86328E-010,   -31.82, 2.06273E-010,  -143.16,    9.03627,    78.28,          0,     0.00,    9.03627,    78.28, 2.86328E-010,   148.18, 2.06273E-010,    36.84,    9.03627,  -101.72,          0,     0.00,    9.03627,  -101.72
Line.LINE279,    129.963,   -41.59,    110.796,  -162.25,    90.6045,    78.26,          0,     0.00,    32.9311,   -72.12,    129.963,   138.41,    110.796,    17.75,    90.6045,  -101.74,          0,     0.00,    32.9311,   107.88
Line.LINE280,    9.13697,   -41.72, 6.07221E-011,    51.16, 5.83212E-011,   -86.42,          0,     0.00,    9.13697,   -41.72,    9.13697,   138.28, 6.07221E-011,  -128.84, 5.83212E-011,    93.58,          0,     0.00,    9.13697,   138.28
Line.LINE281, 8.39483E-010,    56.31, 3.13458E-010,   -68.20, 4.65661E-010,    90.00,          0,     0.00, 1.04935E-009,    56.31, 8.39483E-010,  -123.69, 3.13458E-010,   111.80, 4.65661E-010,   -90.00,          0,     0.00, 1.04935E-009,  -123.69
Line.LINE282, 6.36111E-010,  -178.03, 6.85188E-010,     8.55,    18.0336,    78.25,          0,     0.00,    18.0336,    78.25, 6.36111E-010,     1.97, 6.85188E-010,  -171.45,    18.0336,  -101.75,          0,     0.00,    18.0336,  -101.75
Line.LINE283, 5.50981E-010,   -23.75,    9.11405,  -162.07, 4.65661E-010,    90.00,          0,     0.00,    9.11405,  -162.07, 5.50981E-010,   156.25,    9.11405,    17.93, 4.65661E-010,   -90.00,          0,     0.00,    9.11405,    17.93
Line.LINE284,    9.19077,   -41.71, 6.39352E-010,  -162.62, 8.17251E-010,    94.34,          0,     0.00,    9.19077,   -41.71,    9.19077,   138.29, 6.39352E-010,    17.38, 8.17251E-010,   -85.66,          0,     0.00,    9.19077,   138.29
Line.LINE285, 1.63987E-010,   -93.34, 5.05654E-010,  -164.99,    9.03627,    78.28,          0,     0.00,    9.03627,    78.28, 1.63987E-010,    86.66, 5.05654E-010,    15.01,    9.03627,  -101.72,          0,     0.00,    9.03627,  -101.72
Line.LINE286,    64.9938,   -41.57,    36.8968,  -162.32,    18.0643,    78.30,          0,     0.00,    40.4518,   -64.94,    64.9938,   138.43,    36.8968,    17.68,    18.0643,  -101.70,          0,     0.00,    40.4518,   115.06
Line.LINE287,    64.9697,   -41.62,    73.8997,  -162.22,    72.5402,    78.25,          0,     0.00,     8.8011,   142.95,    64.9697,   138.38,    73.8997,    17.78,    72.5402,  -101.75,          0,     0.00,     8.8011,   -37.05
Line.LINE288,    9.13697,   -41.72, 5.00036E-012,    10.48,          0,     0.00,          0,     0.00,    9.13697,   -41.72,    9.13697,   138.28, 5.00036E-012,  -169.52,          0,     0.00,          0,     0.00,    9.13697,   138.28
Line.LINE289, 5.36648E-010,  -130.60, 4.93908E-010,    45.00, 3.29272E-010,    45.00,          0,     0.00, 2.91038E-010,    36.87, 5.36648E-010,    49.40, 4.93908E-010,  -135.00, 3.29272E-010,  -135.00,          0,     0.00, 2.91038E-010,  -143.13
Line.LINE290, 3.77403E-011,  -169.59, 3.83336E-011,    15.13,    9.01759,    78.25,          0,     0.00,    9.01759,    78.25, 3.77403E-011,    10.41, 3.83336E-011,  -164.87,    9.01759,  -101.75,          0,     0.00,    9.01759,  -101.75
Line.LINE291, 2.93303E-010,  -133.99, 4.06169E-010,    59.30,    9.01601,    78.25,          0,     0.00,    9.01601,    78.25, 2.93303E-010,    46.01, 4.06169E-010,  -120.70,    9.01601,  -101.75,          0,     0.00,    9.01601,  -101.75
Line.LINE292, 2.57528E-010,   -64.70,    9.11405,  -162.07, 2.33285E-010,   -86.42,          0,     0.00,    9.11405,  -162.07, 2.57528E-010,   115.30,    9.11405,    17.93, 2.33285E-010,    93.58,          0,     0.00,    9.11405,    17.93
Line.LINE293,    9.19077,   -41.71, 5.52405E-010,  -160.17, 7.00091E-010,    93.87,          0,     0.00,    9.19077,   -41.71,    9.19077,   138.29, 5.52405E-010,    19.83, 7.00091E-010,   -86.13,          0,     0.00,    9.19077,   138.29
Line.LINE294, 2.34587E-010,   -65.12, 1.26572E-010,  -127.78,    9.03627,    78.28,          0,     0.00,    9.03627,    78.28, 2.34587E-010,   114.88, 1.26572E-010,    52.22,    9.03627,  -101.72,          0,     0.00,    9.03627,  -101.72
Line.LINE295,    64.9938,   -41.57,    36.8968,  -162.32,    18.0643,    78.30,          0,     0.00,    40.4518,   -64.94,    64.9938,   138.43,    36.8968,    17.68,    18.0643,  -101.70,          0,     0.00,    40.4518,   115.06
Line.LINE296,    64.9697,   -41.62,    73.8997,  -162.22,    72.5402,    78.25,          0,     0.00,     8.8011,   142.95,    64.9697,   138.38,    73.8997,    17.78,    72.5402,  -101.75,          0,     0.00,     8.8011,   -37.05
Line.LINE297, 1.87731E-011,   168.83, 5.45815E-011,   -17.45,    9.01759,    78.25,          0,     0.00,    9.01759,    78.25, 1.87731E-011,   -11.17, 5.45815E-011,   162.55,    9.01759,  -101.75,          0,     0.00,    9.01759,  -101.75
Line.LINE298, 1.37189E-010,   -18.56, 7.86864E-010,    25.17,    9.01601,    78.25,          0,     0.00,    9.01601,    78.25, 1.37189E-010,   161.44, 7.86864E-010,  -154.83,    9.01601,  -101.75,          0,     0.00,    9.01601,  -101.75
Line.LINE299, 3.98464E-010,   -42.50,    9.11405,  -162.07, 2.91038E-011,     0.00,          0,     0.00,    9.11405,  -162.07, 3.98464E-010,   137.50,    9.11405,    17.93, 2.91038E-011,   180.00,          0,     0.00,    9.11405,    17.93
Line.LINE300,    9.19077,   -41.71, 8.23517E-010,  -155.40, 6.42925E-010,    95.19,          0,     0.00,    9.19077,   -41.71,    9.19077,   138.29, 8.23517E-010,    24.60, 6.42925E-010,   -84.81,          0,     0.00,    9.19077,   138.29
Line.LINE301, 2.45055E-010,   -23.28, 6.47855E-011,  -147.76,    9.03627,    78.28,          0,     0.00,    9.03627,    78.28, 2.45055E-010,   156.72, 6.47855E-011,    32.24,    9.03627,  -101.72,          0,     0.00,    9.03627,  -101.72
Line.LINE302,    64.9938,   -41.57,    36.8968,  -162.32,    18.0643,    78.30,          0,     0.00,    40.4518,   -64.94,    64.9938,   138.43,    36.8968,    17.68,    18.0643,  -101.70,          0,     0.00,    40.4518,   115.06
Line.LINE303,    64.9697,   -41.62,    73.8997,  -162.22,    72.5402,    78.25,          0,     0.00,     8.8011,   142.95,    64.9697,   138.38,    73.8997,    17.78,    72.5402,  -101.75,          0,     0.00,     8.8011,   -37.05
Line.LINE304, 4.05887E-011,    94.34, 4.00528E-011,    22.71,    9.01759,    78.25,          0,     0.00,    9.01759,    78.25, 4.05887E-011,   -85.66, 4.00528E-011,  -157.29,    9.01759,  -101.75,          0,     0.00,    9.01759,  -101.75
Line.LINE305, 8.70873E-010,   178.08, 2.58311E-010,   156.77,    9.01601,    78.25,          0,     0.00,    9.01601,    78.25, 8.70873E-010,    -1.92, 2.58311E-010,   -23.23,    9.01601,  -101.75,          0,     0.00,    9.01601,  -101.75
Line.LINE306, 1.32212E-010,    -7.11,    9.11405,  -162.07, 8.73115E-011,    90.00,          0,     0.00,    9.11405,  -162.07, 1.32212E-010,   172.89,    9.11405,    17.93, 8.73115E-011,   -90.00,          0,     0.00,    9.11405,    17.93
Line.LINE307,    9.19077,   -41.71, 6.2105E-010,  -147.89, 4.70243E-010,    98.00,          0,     0.00,    9.19077,   -41.71,    9.19077,   138.29, 6.2105E-010,    32.11, 4.70243E-010,   -82.00,          0,     0.00,    9.19077,   138.29
Line.LINE308, 2.27104E-010,   -54.78, 1.1592E-010,   -63.43,    9.03627,    78.28,          0,     0.00,    9.03627,    78.28, 2.27104E-010,   125.22, 1.1592E-010,   116.57,    9.03627,  -101.72,          0,     0.00,    9.03627,  -101.72
Line.LINE309,    64.9938,   -41.57,    36.8968,  -162.32,    18.0643,    78.30,          0,     0.00,    40.4518,   -64.94,    64.9938,   138.43,    36.8968,    17.68,    18.0643,  -101.70,          0,     0.00,    40.4518,   115.06
Line.LINE310,    64.9697,   -41.62,    73.8997,  -162.22,    72.5402,    78.25,          0,     0.00,     8.8011,   142.95,    64.9697,   138.38,    73.8997,    17.78,    72.5402,  -101.75,          0,     0.00,     8.8011,   -37.05
Line.LINE311, 1.3479E-011,  -140.13, 9.05221E-012,    11.59,    9.01759,    78.25,          0,     0.00,    9.01759,    78.25, 1.3479E-011,    39.87, 9.05221E-012,  -168.41,    9.01759,  -101.75,          0,     0.00,    9.01759,  -101.75
Line.LINE312, 1.51431E-010,  -161.08, 6.62388E-011,   -35.22,    9.01601,    78.25,          0,     0.00,    9.01601,    78.25, 1.51431E-010,    18.92, 6.62388E-011,   144.78,    9.01601,  -101.75,          0,     0.00,    9.01601,  -101.75
Line.LINE313, 1.09896E-011,    48.14,    9.11405,  -162.07, 9.09495E-013,   180.00,          0,     0.00,    9.11405,  -162.07, 1.09896E-011,  -131.86,    9.11405,    17.93, 9.09495E-013,     0.00,          0,     0.00,    9.11405,    17.93
Line.LINE314,    9.19077,   -41.71, 7.45104E-010,  -154.63, 3.52434E-010,    97.71,          0,     0.00,    9.19077,   -41.71,    9.19077,   138.29, 7.45104E-010,    25.37, 3.52434E-010,   -82.29,          0,     0.00,    9.19077,   138.29
Line.LINE315, 2.36388E-010,   -32.07, 5.74248E-011,  -133.24,    9.03627,    78.28,          0,     0.00,    9.03627,    78.28, 2.36388E-010,   147.93, 5.74248E-011,    46.76,    9.03627,  -101.72,          0,     0.00,    9.03627,  -101.72
Line.LINE316,    18.4497,   -41.68, 1.68087E-010,    38.88, 8.73388E-010,   -91.43,          0,     0.00,    18.4497,   -41.68,    18.4497,   138.32, 1.68087E-010,  -141.12, 8.73388E-010,    88.57,          0,     0.00,    18.4497,   138.32
Line.LINE317,    46.5442,   -41.52,    36.8968,  -162.32,    18.0643,    78.30,          0,     0.00,     24.604,   -82.16,    46.5442,   138.48,    36.8968,    17.68,    18.0643,  -101.70,          0,     0.00,     24.604,    97.84
Line.LINE318,    64.9697,   -41.62,    73.8997,  -162.22,    72.5402,    78.25,          0,     0.00,     8.8011,   142.95,    64.9697,   138.38,    73.8997,    17.78,    72.5402,  -101.75,          0,     0.00,     8.8011,   -37.05
Line.LINE319, 3.31454E-012,   -73.82, 1.06449E-011,   155.39,    9.01759,    78.25,          0,     0.00,    9.01759,    78.25, 3.31454E-012,   106.18, 1.06449E-011,   -24.61,    9.01759,  -101.75,          0,     0.00,    9.01759,  -101.75
Line.LINE320, 1.14839E-010,   141.27, 6.37231E-011,    -2.45,    9.01601,    78.25,          0,     0.00,    9.01601,    78.25, 1.14839E-010,   -38.73, 6.37231E-011,   177.55,    9.01601,  -101.75,          0,     0.00,    9.01601,  -101.75
Line.LINE321,    9.19077,   -41.71, 5.96035E-010,  -148.75, 4.68438E-010,    96.24,          0,     0.00,    9.19077,   -41.71,    9.19077,   138.29, 5.96035E-010,    31.25, 4.68438E-010,   -83.76,          0,     0.00,    9.19077,   138.29
Line.LINE322, 2.38711E-010,  -138.48, 9.29558E-011,   154.50,    9.03627,    78.28,          0,     0.00,    9.03627,    78.28, 2.38711E-010,    41.52, 9.29558E-011,   -25.50,    9.03627,  -101.72,          0,     0.00,    9.03627,  -101.72
Line.LINE323,    18.4497,   -41.68, 1.13178E-010,    38.08, 7.64716E-010,   -92.52,          0,     0.00,    18.4497,   -41.68,    18.4497,   138.32, 1.13178E-010,  -141.92, 7.64716E-010,    87.48,          0,     0.00,    18.4497,   138.32
Line.LINE324,    46.5442,   -41.52,    36.8968,  -162.32,    18.0643,    78.30,          0,     0.00,     24.604,   -82.16,    46.5442,   138.48,    36.8968,    17.68,    18.0643,  -101.70,          0,     0.00,     24.604,    97.84
Line.LINE325,    64.9697,   -41.62,    73.8997,  -162.22,    72.5402,    78.25,          0,     0.00,     8.8011,   142.95,    64.9697,   138.38,    73.8997,    17.78,    72.5402,  -101.75,          0,     0.00,     8.8011,   -37.05
Line.LINE326, 7.74329E-012,   132.77, 1.17193E-011,  -116.81,    9.01601,    78.25,          0,     0.00,    9.01601,    78.25, 7.74329E-012,   -47.23, 1.17193E-011,    63.19,    9.01601,  -101.75,          0,     0.00,    9.01601,  -101.75
Line.LINE327,    9.19077,   -41.71, 6.09311E-010,  -153.01, 3.54063E-010,    99.46,          0,     0.00,    9.19077,   -41.71,    9.19077,   138.29, 6.09311E-010,    26.99, 3.54063E-010,   -80.54,          0,     0.00,    9.19077,   138.29
Line.LINE328, 1.6491E-010,   106.34, 1.19042E-010,    16.88,    9.03627,    78.28,          0,     0.00,    9.03627,    78.28, 1.6491E-010,   -73.66, 1.19042E-010,  -163.12,    9.03627,  -101.72,          0,     0.00,    9.03627,  -101.72
Line.LINE329,    18.4497,   -41.68, 1.34488E-010,    32.29, 8.73799E-010,   -92.27,          0,     0.00,    18.4497,   -41.68,    18.4497,   138.32, 1.34488E-010,  -147.71, 8.73799E-010,    87.73,          0,     0.00,    18.4497,   138.32
Line.LINE330, 4.8945E-012,   -66.56, 1.82171E-012,    93.13,    9.03726,    78.30,          0,     0.00,    9.03726,    78.30, 4.8945E-012,   113.44, 1.82171E-012,   -86.87,    9.03726,  -101.70,          0,     0.00,    9.03726,  -101.70
Line.LINE331,    46.5442,   -41.52,    36.8968,  -162.32,    9.02706,    78.30,          0,     0.00,    33.2584,   -87.37,    46.5442,   138.48,    36.8968,    17.68,    9.02706,  -101.70,          0,     0.00,    33.2584,    92.63
Line.LINE332,    64.9697,   -41.62,    73.8997,  -162.22,    72.5402,    78.25,          0,     0.00,     8.8011,   142.95,    64.9697,   138.38,    73.8997,    17.78,    72.5402,  -101.75,          0,     0.00,     8.8011,   -37.05
Line.LINE333,    9.19077,   -41.71, 6.56025E-010,  -155.71, 4.12121E-010,    98.63,          0,     0.00,    9.19077,   -41.71,    9.19077,   138.29, 6.56025E-010,    24.29, 4.12121E-010,   -81.37,          0,     0.00,    9.19077,   138.29
Line.LINE334, 2.25789E-011,   -66.40, 1.32377E-011,  -132.39,    9.03627,    78.28,          0,     0.00,    9.03627,    78.28, 2.25789E-011,   113.60, 1.32377E-011,    47.61,    9.03627,  -101.72,          0,     0.00,    9.03627,  -101.72
Line.LINE335,    18.4497,   -41.68, 1.49896E-010,    33.20, 7.71985E-010,   -92.50,          0,     0.00,    18.4497,   -41.68,    18.4497,   138.32, 1.49896E-010,  -146.80, 7.71985E-010,    87.50,          0,     0.00,    18.4497,   138.32
Line.LINE336, 8.884E-012,   146.61, 4.86935E-012,   167.87,    9.03726,    78.30,          0,     0.00,    9.03726,    78.30, 8.884E-012,   -33.39, 4.86935E-012,   -12.13,    9.03726,  -101.70,          0,     0.00,    9.03726,  -101.70
Line.LINE337, 7.58779E-010,   -30.15,    9.17629,  -162.23, 1.65484E-009,    93.56,          0,     0.00,    9.17629,  -162.23, 7.58779E-010,   149.85,    9.17629,    17.77, 1.65484E-009,   -86.44,          0,     0.00,    9.17629,    17.77
Line.LINE338,    46.5442,   -41.52,    27.7205,  -162.35,    9.02706,    78.30,          0,     0.00,    32.1069,   -71.36,    46.5442,   138.48,    27.7205,    17.65,    9.02706,  -101.70,          0,     0.00,    32.1069,   108.64
Line.LINE339,    64.9697,   -41.62,    73.8997,  -162.22,    72.5402,    78.25,          0,     0.00,     8.8011,   142.95,    64.9697,   138.38,    73.8997,    17.78,    72.5402,  -101.75,          0,     0.00,     8.8011,   -37.05
Line.LINE340,    9.19077,   -41.71, 5.99042E-010,  -151.03, 4.69285E-010,    97.13,          0,     0.00,    9.19077,   -41.71,    9.19077,   138.29, 5.99042E-010,    28.97, 4.69285E-010,   -82.87,          0,     0.00,    9.19077,   138.29
Line.LINE341, 1.01272E-011,  -163.70, 7.44128E-012,   -47.17,    9.03627,    78.28,          0,     0.00,    9.03627,    78.28, 1.01272E-011,    16.30, 7.44128E-012,   132.83,    9.03627,  -101.72,          0,     0.00,    9.03627,  -101.72
Line.LINE342,    9.22409,   -41.68, 1.74153E-011,  -117.40, 1.48055E-011,   -79.38,          0,     0.00,    9.22409,   -41.68,    9.22409,   138.32, 1.74153E-011,    62.60, 1.48055E-011,   100.62,          0,     0.00,    9.22409,   138.32
Line.LINE343,    9.22557,   -41.68, 1.69481E-010,    33.92, 7.28107E-010,   -92.15,          0,     0.00,    9.22557,   -41.68,    9.22557,   138.32, 1.69481E-010,  -146.08, 7.28107E-010,    87.85,          0,     0.00,    9.22557,   138.32
Line.LINE344, 7.44162E-010,   -29.63,    9.17629,  -162.23, 1.66931E-009,    93.50,          0,     0.00,    9.17629,  -162.23, 7.44162E-010,   150.37,    9.17629,    17.77, 1.66931E-009,   -86.50,          0,     0.00,    9.17629,    17.77
Line.LINE345,    46.5442,   -41.52,    27.7205,  -162.35,    9.02706,    78.30,          0,     0.00,    32.1069,   -71.36,    46.5442,   138.48,    27.7205,    17.65,    9.02706,  -101.70,          0,     0.00,    32.1069,   108.64
Line.LINE346,    64.9697,   -41.62,    73.8997,  -162.22,    72.5402,    78.25,          0,     0.00,     8.8011,   142.95,    64.9697,   138.38,    73.8997,    17.78,    72.5402,  -101.75,          0,     0.00,     8.8011,   -37.05
Line.LINE347,    9.19077,   -41.71, 2.68825E-010,  -138.98, 3.54063E-010,    99.46,          0,     0.00,    9.19077,   -41.71,    9.19077,   138.29, 2.68825E-010,    41.02, 3.54063E-010,   -80.54,          0,     0.00,    9.19077,   138.29
Line.LINE348,    9.22409,   -41.68, 4.47766E-012,  -123.08, 7.27596E-012,    90.00,          0,     0.00,    9.22409,   -41.68,    9.22409,   138.32, 4.47766E-012,    56.92, 7.27596E-012,   -90.00,          0,     0.00,    9.22409,   138.32
Line.LINE349,    9.22557,   -41.68, 2.72858E-010,    89.52, 9.31436E-010,   -89.10,          0,     0.00,    9.22557,   -41.68,    9.22557,   138.32, 2.72858E-010,   -90.48, 9.31436E-010,    90.90,          0,     0.00,    9.22557,   138.32
Line.LINE350, 5.87638E-010,   -25.48,    9.17629,  -162.23, 1.63299E-009,    93.58,          0,     0.00,    9.17629,  -162.23, 5.87638E-010,   154.52,    9.17629,    17.77, 1.63299E-009,   -86.42,          0,     0.00,    9.17629,    17.77
Line.LINE351,    46.5442,   -41.52,    27.7205,  -162.35,    9.02706,    78.30,          0,     0.00,    32.1069,   -71.36,    46.5442,   138.48,    27.7205,    17.65,    9.02706,  -101.70,          0,     0.00,    32.1069,   108.64
Line.LINE352,    64.9697,   -41.62,    73.8997,  -162.22,    72.5402,    78.25,          0,     0.00,     8.8011,   142.95,    64.9697,   138.38,    73.8997,    17.78,    72.5402,  -101.75,          0,     0.00,     8.8011,   -37.05
Line.LINE353,    9.19077,   -41.71, 9.76702E-010,  -144.47, 2.39996E-010,   104.04,          0,     0.00,    9.19077,   -41.71,    9.19077,   138.29, 9.76702E-010,    35.53, 2.39996E-010,   -75.96,          0,     0.00,    9.19077,   138.29
Line.LINE354,    9.22557,   -41.68, 1.61911E-010,   165.69, 6.99098E-010,   -87.61,          0,     0.00,    9.22557,   -41.68,    9.22557,   138.32, 1.61911E-010,   -14.31, 6.99098E-010,    92.39,          0,     0.00,    9.22557,   138.32
Line.LINE355, 6.42529E-010,   -36.08,    9.17629,  -162.23, 1.86407E-009,    92.24,          0,     0.00,    9.17629,  -162.23, 6.42529E-010,   143.92,    9.17629,    17.77, 1.86407E-009,   -87.76,          0,     0.00,    9.17629,    17.77
Line.LINE356,    46.5442,   -41.52,    27.7205,  -162.35,    9.02706,    78.30,          0,     0.00,    32.1069,   -71.36,    46.5442,   138.48,    27.7205,    17.65,    9.02706,  -101.70,          0,     0.00,    32.1069,   108.64
Line.LINE357,    64.9697,   -41.62,    73.8997,  -162.22,    72.5402,    78.25,          0,     0.00,     8.8011,   142.95,    64.9697,   138.38,    73.8997,    17.78,    72.5402,  -101.75,          0,     0.00,     8.8011,   -37.05
Line.LINE358,    9.19077,   -41.71, 5.02776E-010,  -122.93, 7.00913E-010,    94.76,          0,     0.00,    9.19077,   -41.71,    9.19077,   138.29, 5.02776E-010,    57.07, 7.00913E-010,   -85.24,          0,     0.00,    9.19077,   138.29
Line.LINE359,    9.22557,   -41.68, 2.25703E-010,    -5.55, 2.32831E-010,   -90.00,          0,     0.00,    9.22557,   -41.68,    9.22557,   138.32, 2.25703E-010,   174.45, 2.32831E-010,    90.00,          0,     0.00,    9.22557,   138.32
Line.LINE360, 6.59318E-010,   -72.66,    9.17629,  -162.23, 1.39971E-009,    93.58,          0,     0.00,    9.17629,  -162.23, 6.59318E-010,   107.34,    9.17629,    17.77, 1.39971E-009,   -86.42,          0,     0.00,    9.17629,    17.77
Line.LINE361,    46.5442,   -41.52,    27.7205,  -162.35,    9.02706,    78.30,          0,     0.00,    32.1069,   -71.36,    46.5442,   138.48,    27.7205,    17.65,    9.02706,  -101.70,          0,     0.00,    32.1069,   108.64
Line.LINE362,    64.9697,   -41.62,    73.8997,  -162.22,    72.5402,    78.25,          0,     0.00,     8.8011,   142.95,    64.9697,   138.38,    73.8997,    17.78,    72.5402,  -101.75,          0,     0.00,     8.8011,   -37.05
